state,city,avg_numproviders,median_numproviders,None of the above / Not working for pay,I continue to commute to work,Used to work from home and still do,"Used to commute, now work from home",I have recently been furloughed or laid-off,"Used to work from home, but now I commute",place_2000_pop
OH,Chillicothe,6.0,6.0,5.0,1.0,0.0,0.0,0.0,0.0,21796
OH,Cincinnati,6.0,6.0,23.0,19.0,2.0,15.0,5.0,2.0,331285
OH,Circleville,6.0,6.0,3.0,1.0,0.0,1.0,0.0,0.0,13485
OH,Cleveland,12.0,12.0,7.0,5.0,1.0,11.0,2.0,0.0,478403
OH,Clyde,6.0,6.0,2.0,1.0,0.0,1.0,1.0,0.0,6064
OH,Columbus,7.333333333333333,6.0,31.0,17.0,8.0,25.0,4.0,1.0,70213274471891
OH,Dayton,7.0,7.0,2.0,1.0,2.0,4.0,0.0,0.0,166179
OH,Defiance,14.0,14.0,2.0,2.0,1.0,0.0,1.0,0.0,16465
OH,Dublin,6.666666666666667,6.0,2.0,0.0,1.0,1.0,1.0,0.0,27087428322
OH,East Liverpool,6.0,6.0,4.0,0.0,0.0,1.0,1.0,0.0,13089
OH,Findlay,10.0,10.0,4.0,2.0,1.0,1.0,1.0,0.0,38967
OH,Fostoria,9.333333333333334,10.0,5.0,3.0,0.0,0.0,1.0,0.0,100353054842
OH,Fremont,6.0,6.0,4.0,0.0,1.0,1.0,1.0,0.0,17375
OH,Green,11.0,11.0,3.0,0.0,0.0,1.0,1.0,0.0,22817
OH,Greenville,7.0,7.0,2.0,2.0,0.0,0.0,2.0,0.0,13294
OH,Ironton,5.0,5.0,6.0,0.0,3.0,1.0,1.0,0.0,11211
OH,Kent,8.0,8.0,1.0,1.0,1.0,2.0,0.0,0.0,27906
OH,Lakewood,12.0,12.0,2.0,0.0,1.0,1.0,1.0,1.0,56646
OH,Lancaster,6.0,6.0,3.0,2.0,0.0,1.0,0.0,0.0,35335
OH,Logan,5.0,5.0,6.0,6.0,0.0,1.0,0.0,0.0,6704
OH,Loveland,6.333333333333333,6.0,1.0,3.0,1.0,3.0,0.0,0.0,95611835281
OH,Mansfield,5.0,5.0,2.0,2.0,1.0,1.0,1.0,0.0,49346
OH,Marion,4.0,4.0,5.0,1.0,0.0,0.0,0.0,0.0,35318
OH,Mason,9.0,9.0,4.0,2.0,0.0,1.0,0.0,0.0,22016
OH,Medina,12.0,12.0,2.0,2.0,1.0,0.0,0.0,0.0,25139
OH,Miamisburg,7.0,7.0,4.0,0.0,0.0,2.0,0.0,0.0,19489
OH,Nelsonville,8.0,8.0,4.0,1.0,0.0,0.0,1.0,0.0,5230
OH,Painesville,8.0,8.0,2.0,1.0,0.0,2.0,1.0,0.0,17503
OH,Perrysburg,10.0,10.0,1.0,2.0,2.0,1.0,1.0,0.0,16945
OH,Salem,6.0,6.0,6.0,1.0,3.0,1.0,0.0,0.0,12197
OH,Springboro,8.0,8.0,0.0,2.0,1.0,1.0,1.0,0.0,12227153
OH,Stow,11.0,11.0,2.0,2.0,0.0,1.0,1.0,0.0,32139
OH,Tiffin,8.0,8.0,11.0,4.0,1.0,3.0,3.0,1.0,18135
OH,Toledo,14.0,14.0,6.0,2.0,1.0,4.0,0.0,0.0,313619
OH,Waverly,,,2.0,1.0,0.0,2.0,0.0,0.0,
OH,Wooster,8.0,8.0,3.0,0.0,0.0,1.0,2.0,0.0,24811
OH,Youngstown,8.0,8.0,4.0,2.0,0.0,0.0,0.0,0.0,820260
OH,Zanesville,6.0,6.0,6.0,1.0,1.0,0.0,0.0,0.0,25586
OK,Broken Arrow,10.0,10.0,10.0,3.0,1.0,2.0,0.0,0.0,677917068
OK,Collinsville,8.5,8.5,4.0,4.0,0.0,0.0,0.0,0.0,40725
OK,Edmond,9.0,9.0,3.0,1.0,0.0,1.0,0.0,0.0,68315
OK,Norman,11.0,11.0,3.0,1.0,0.0,1.0,3.0,0.0,95694
OK,Oklahoma City,9.5,9.0,24.0,19.0,7.0,26.0,5.0,0.0,432498472712631152
OK,Owasso,8.5,8.5,8.0,2.0,3.0,1.0,3.0,0.0,185020
OK,Sand Springs,10.5,10.5,3.0,3.0,0.0,2.0,0.0,0.0,17172279
OK,Tulsa,9.333333333333334,10.0,35.0,32.0,5.0,22.0,9.0,0.0,38741956300
OR,Albany,7.5,7.5,11.0,2.0,1.0,4.0,2.0,0.0,357485104
OR,Beaverton,6.0,6.0,4.0,0.0,1.0,4.0,2.0,0.0,76129
OR,Bend,4.0,4.0,8.0,1.0,2.0,0.0,0.0,0.0,52029
OR,Boardman,2.0,2.0,3.0,1.0,1.0,0.0,0.0,0.0,2855
OR,Corvallis,5.0,5.0,10.0,0.0,1.0,5.0,1.0,0.0,49322
OR,Eugene,9.0,9.0,6.0,3.0,0.0,2.0,2.0,0.0,137893
OR,Grants Pass,5.0,5.0,2.0,3.0,1.0,0.0,0.0,0.0,23003
OR,Hillsboro,6.0,6.0,1.0,2.0,1.0,2.0,0.0,0.0,70186
OR,Lebanon,10.0,10.0,3.0,1.0,1.0,0.0,2.0,0.0,12950
OR,Portland,9.333333333333334,8.0,37.0,18.0,5.0,9.0,7.0,2.0,5269861388747
OR,Salem,11.0,11.0,10.0,8.0,2.0,9.0,0.0,0.0,11904017884
PA,Altoona,6.0,6.0,7.0,2.0,0.0,1.0,2.0,0.0,49523
PA,Ardmore,,,4.0,0.0,0.0,2.0,1.0,0.0,
PA,Bellefonte,,,0.0,2.0,1.0,2.0,0.0,0.0,
PA,Bethlehem,11.0,11.0,1.0,1.0,1.0,1.0,1.0,0.0,5230019029
PA,Carbondale,10.0,10.0,4.0,0.0,0.0,0.0,1.0,0.0,9804
PA,Chambersburg,,,4.0,1.0,1.0,0.0,1.0,0.0,
PA,Chevy Chase Heights,,,1.0,1.0,1.0,1.0,1.0,0.0,
PA,Danville,,,4.0,3.0,0.0,1.0,0.0,0.0,
PA,Hazleton,11.0,11.0,18.0,8.0,0.0,6.0,5.0,0.0,23329
PA,Huntingdon,,,1.0,3.0,0.0,1.0,0.0,0.0,
PA,Indiana,,,4.0,1.0,0.0,3.0,0.0,0.0,
PA,Lancaster,15.0,15.0,5.0,3.0,0.0,0.0,0.0,0.0,56348
PA,Lewistown,,,2.0,0.0,1.0,3.0,0.0,0.0,
PA,Lock Haven,5.0,5.0,3.0,2.0,0.0,1.0,0.0,0.0,9149
PA,Mechanicsburg,,,4.0,2.0,0.0,0.0,0.0,0.0,
PA,Milton,,,1.0,1.0,0.0,1.0,1.0,1.0,
PA,Monroeville,,,3.0,0.0,1.0,0.0,1.0,0.0,
PA,Philadelphia,5.0,5.0,63.0,37.0,6.0,22.0,14.0,4.0,1517550
PA,Pittsburgh,10.0,10.0,15.0,12.0,0.0,7.0,0.0,0.0,334563
PA,Pottsville,12.0,12.0,2.0,3.0,0.0,0.0,0.0,0.0,15549
PA,Ross Township,,,5.0,0.0,2.0,1.0,0.0,0.0,
PA,Scranton,10.0,10.0,5.0,3.0,0.0,1.0,1.0,1.0,76415
PA,Shippensburg,,,3.0,1.0,0.0,1.0,0.0,0.0,
PA,State College,,,1.0,1.0,0.0,3.0,0.0,0.0,
PA,Warren,9.0,9.0,2.0,1.0,1.0,1.0,1.0,0.0,10259
PA,Wilkes,,,10.0,6.0,1.0,3.0,4.0,0.0,
RI,Providence,3.0,3.0,1.0,1.0,3.0,4.0,0.0,0.0,173618
RI,Warwick,2.0,2.0,2.0,4.0,0.0,1.0,0.0,0.0,85808
RI,Westerly,,,3.0,2.0,0.0,3.0,1.0,0.0,
SC,Bamberg,,,2.0,0.0,1.0,1.0,1.0,0.0,
SC,Brookdale,,,3.0,2.0,0.0,1.0,0.0,0.0,
SC,Charleston,8.5,8.5,5.0,2.0,0.0,2.0,2.0,0.0,955281122
SC,Columbia,9.0,9.0,7.0,3.0,1.0,4.0,1.0,0.0,115876402
SC,Edisto,,,2.0,2.0,0.0,1.0,0.0,0.0,
SC,Florence,5.0,5.0,9.0,15.0,2.0,4.0,1.0,0.0,30248
SC,Greenville,6.0,6.0,2.0,4.0,0.0,0.0,1.0,0.0,56002
SC,Hilton Head Island,,,5.0,1.0,2.0,2.0,0.0,0.0,
SC,Myrtle Beach,5.0,5.0,6.0,0.0,0.0,0.0,0.0,0.0,22759
SC,North Charleston,7.5,7.5,1.0,1.0,3.0,3.0,0.0,0.0,762443397
SC,Orangeburg,13.0,13.0,6.0,4.0,1.0,5.0,0.0,0.0,12765
SC,Summerville,,,4.0,2.0,0.0,0.0,0.0,0.0,
SC,Sumter,6.0,6.0,7.0,2.0,0.0,1.0,1.0,0.0,39643
SC,Wilkinson Heights,,,3.0,3.0,0.0,0.0,0.0,0.0,
SD,Rapid City,7.0,7.0,4.0,3.0,0.0,0.0,1.0,0.0,59607
SD,Sioux Falls,7.5,7.5,6.0,7.0,0.0,3.0,3.0,0.0,1173556620
SD,Yankton,6.0,6.0,8.0,2.0,0.0,0.0,0.0,0.0,13528
TN,Bartlett,11.0,11.0,4.0,0.0,1.0,0.0,0.0,0.0,40543
TN,Bristol,7.0,7.0,8.0,4.0,1.0,4.0,1.0,0.0,24821
TN,Chattanooga,9.5,9.5,6.0,8.0,1.0,3.0,0.0,0.0,1555540
TN,Clarksville,4.0,4.0,4.0,4.0,2.0,2.0,0.0,0.0,103455
TN,Cleveland,5.0,5.0,3.0,1.0,0.0,0.0,1.0,0.0,37192
TN,Collierville,,,4.0,1.0,1.0,3.0,0.0,0.0,
TN,Columbia,4.0,4.0,4.0,1.0,0.0,0.0,0.0,0.0,33055
TN,Elizabethton,3.0,3.0,3.0,3.0,0.0,1.0,0.0,0.0,13372
TN,Jackson,7.0,7.0,2.0,3.0,2.0,2.0,0.0,0.0,59643
TN,Johnson City,5.666666666666667,7.0,4.0,2.0,0.0,1.0,0.0,0.0,540911138240
TN,Kingsport,6.0,6.0,6.0,4.0,0.0,0.0,0.0,0.0,419982907
TN,Knoxville,8.0,8.0,9.0,4.0,1.0,4.0,2.0,0.0,173890
TN,Lawrenceburg,5.0,5.0,6.0,0.0,1.0,0.0,0.0,0.0,10796
TN,Memphis,11.0,11.0,9.0,12.0,3.0,10.0,2.0,2.0,650100
TN,Murfreesboro,9.0,9.0,6.0,1.0,1.0,2.0,1.0,0.0,68816
TN,Nashville,,,43.0,30.0,10.0,29.0,4.0,2.0,
TN,Ooltewah,,,4.0,0.0,0.0,2.0,0.0,0.0,
TX,Abilene,5.5,5.5,3.0,4.0,0.0,1.0,0.0,0.0,1104425488
TX,Amarillo,9.5,9.5,4.0,1.0,0.0,0.0,0.0,0.0,9983373794
TX,Arlington,17.0,17.0,7.0,1.0,3.0,0.0,0.0,0.0,332969
TX,Austin,12.0,12.0,36.0,11.0,19.0,29.0,2.0,1.0,64475211810
TX,Beaumont,9.0,9.0,7.0,5.0,1.0,0.0,1.0,0.0,113866
TX,Bedford,17.0,17.0,3.0,1.0,1.0,0.0,0.0,0.0,47152
TX,Bryan,8.0,8.0,6.0,4.0,1.0,2.0,1.0,0.0,65660
TX,Cedar Hill,10.5,10.5,1.0,1.0,1.0,2.0,0.0,0.0,3204449
TX,College Station,8.0,8.0,13.0,5.0,3.0,11.0,1.0,2.0,67890
TX,Cypress,,,2.0,0.0,3.0,3.0,0.0,0.0,
TX,Dallas,11.8,13.0,90.0,57.0,15.0,43.0,10.0,1.0,11211314515522273210
TX,Denton,13.0,13.0,4.0,1.0,0.0,3.0,0.0,0.0,80537
TX,El Paso,11.0,11.0,8.0,2.0,2.0,0.0,1.0,0.0,563662
TX,Fort Worth,15.0,15.0,13.0,9.0,6.0,8.0,0.0,0.0,53465044
TX,Friendswood,15.0,15.0,3.0,0.0,1.0,1.0,0.0,1.0,212377800
TX,Frisco,14.0,14.0,1.0,1.0,0.0,2.0,1.0,0.0,303123402
TX,Galveston,11.0,11.0,4.0,1.0,1.0,2.0,0.0,0.0,57247
TX,Garland,13.0,15.0,1.0,0.0,1.0,4.0,0.0,0.0,21576800
TX,Georgetown,13.0,13.0,3.0,0.0,0.0,3.0,0.0,0.0,28339
TX,Hewitt,7.0,7.0,4.0,1.0,1.0,0.0,1.0,0.0,11085
TX,Houston,14.666666666666666,13.0,51.0,25.0,8.0,31.0,6.0,1.0,191978933384458
TX,Irving,16.0,16.0,3.0,3.0,0.0,1.0,0.0,0.0,191615
TX,Keller,17.0,17.0,5.0,0.0,0.0,1.0,0.0,0.0,27345
TX,Killeen,7.0,7.0,4.0,2.0,1.0,0.0,0.0,0.0,86911
TX,League City,15.0,15.0,5.0,0.0,0.0,1.0,0.0,0.0,45306138
TX,Lubbock,13.0,13.0,4.0,1.0,1.0,4.0,1.0,0.0,199564
TX,McKinney,15.0,15.0,0.0,0.0,3.0,1.0,1.0,1.0,54369
TX,Midland,7.0,7.0,6.0,2.0,3.0,1.0,1.0,0.0,949960
TX,North Richland Hills,17.0,17.0,2.0,1.0,2.0,0.0,1.0,0.0,55635
TX,Odessa,9.0,9.0,5.0,5.0,0.0,1.0,0.0,0.0,899011042
TX,Orange,6.0,6.0,3.0,2.0,0.0,1.0,0.0,0.0,18643
TX,Pearland,16.0,16.0,4.0,1.0,1.0,2.0,0.0,0.0,3569619440
TX,Pflugerville,12.0,12.0,1.0,0.0,0.0,2.0,2.0,0.0,163350
TX,Plano,14.0,14.0,4.0,1.0,2.0,3.0,0.0,0.0,2198902140
TX,Port Arthur,7.5,7.5,8.0,4.0,0.0,2.0,5.0,1.0,577550
TX,Port Neches,9.0,9.0,2.0,2.0,1.0,0.0,1.0,0.0,13601
TX,Round Rock,12.0,12.0,1.0,1.0,2.0,2.0,1.0,0.0,600601076
TX,San Angelo,5.0,5.0,10.0,1.0,1.0,2.0,1.0,0.0,88439
TX,San Antonio,10.5,10.5,15.0,11.0,7.0,8.0,2.0,0.0,11446460
TX,San Marcos,9.5,9.5,7.0,0.0,0.0,2.0,1.0,0.0,347330
TX,Schertz,9.666666666666666,8.0,2.0,0.0,1.0,2.0,0.0,0.0,173331045316
TX,Sugar Land,13.0,13.0,5.0,1.0,1.0,2.0,0.0,0.0,63328
TX,Temple,7.0,7.0,4.0,1.0,0.0,1.0,0.0,1.0,54514
TX,Texarkana,8.0,8.0,6.0,3.0,0.0,1.0,1.0,0.0,34782
TX,The Woodlands,,,2.0,2.0,1.0,4.0,1.0,0.0,
TX,Tyler,10.0,10.0,2.0,5.0,0.0,0.0,0.0,0.0,83650
TX,Waco,7.0,7.0,13.0,6.0,0.0,5.0,1.0,1.0,113726
UT,Bountiful,7.0,7.0,1.0,2.0,1.0,1.0,0.0,0.0,41301
UT,Draper,7.5,7.5,4.0,1.0,0.0,0.0,1.0,0.0,252200
UT,Hyrum,8.0,8.0,3.0,2.0,0.0,0.0,1.0,0.0,6316
UT,Logan,8.0,8.0,4.0,2.0,0.0,4.0,1.0,0.0,42670
UT,Murray,7.0,7.0,1.0,1.0,0.0,3.0,1.0,0.0,34024
UT,Park City,7.0,7.0,10.0,1.0,1.0,3.0,1.0,0.0,73710
UT,Provo,8.0,8.0,1.0,1.0,1.0,3.0,0.0,0.0,105166
UT,Salt Lake City,7.0,7.0,78.0,40.0,16.0,22.0,20.0,4.0,181743
UT,Sandy,7.0,7.0,3.0,1.0,0.0,1.0,0.0,0.0,88418
UT,Snyderville,,,5.0,1.0,2.0,4.0,4.0,0.0,
UT,Summit Park,,,6.0,2.0,1.0,1.0,1.0,0.0,
UT,West Jordan,7.0,7.0,4.0,1.0,2.0,4.0,0.0,0.0,68336
UT,West Valley City,7.0,7.0,3.0,0.0,1.0,1.0,1.0,0.0,108896
VA,Abingdon,,,4.0,3.0,0.0,1.0,0.0,0.0,
VA,Alexandria,4.0,4.0,4.0,1.0,2.0,10.0,1.0,0.0,128283
VA,Annandale,,,2.0,0.0,2.0,1.0,0.0,0.0,
VA,Arlington,,,6.0,1.0,5.0,6.0,2.0,0.0,
VA,Ashburn,,,5.0,6.0,2.0,2.0,1.0,0.0,
VA,Bon Air,,,1.0,3.0,1.0,2.0,0.0,0.0,
VA,Bristol,5.0,5.0,12.0,4.0,1.0,1.0,4.0,0.0,17367
VA,Burke,,,4.0,1.0,1.0,5.0,0.0,1.0,
VA,Cave Spring,,,1.0,1.0,2.0,2.0,0.0,0.0,
VA,Chantilly,,,3.0,1.0,1.0,1.0,1.0,0.0,
VA,Charlottesville,4.0,4.0,7.0,3.0,2.0,4.0,0.0,0.0,45049
VA,Chesapeake,6.0,6.0,5.0,4.0,1.0,3.0,1.0,0.0,199184
VA,Chester,,,7.0,1.0,1.0,1.0,1.0,0.0,
VA,Chesterfield,,,4.0,1.0,1.0,0.0,1.0,0.0,
VA,Christiansburg,,,1.0,2.0,3.0,2.0,0.0,0.0,
VA,Culpeper,,,6.0,4.0,0.0,2.0,0.0,0.0,
VA,Dale City,,,1.0,1.0,1.0,2.0,0.0,0.0,
VA,Danville,7.0,7.0,10.0,5.0,2.0,3.0,1.0,0.0,48411
VA,Fairfax,4.0,4.0,2.0,0.0,1.0,2.0,0.0,1.0,21498
VA,Falmouth,,,2.0,0.0,0.0,2.0,2.0,0.0,
VA,Farmville,,,4.0,2.0,1.0,0.0,0.0,0.0,
VA,Franconia,,,2.0,1.0,0.0,2.0,0.0,0.0,
VA,Franklin,3.0,3.0,4.0,3.0,1.0,2.0,1.0,0.0,8346
VA,Fredericksburg,4.0,4.0,10.0,3.0,1.0,3.0,2.0,0.0,19279
VA,Glen Allen,,,4.0,2.0,1.0,3.0,1.0,0.0,
VA,Hampden Sydney,,,3.0,1.0,0.0,1.0,0.0,0.0,
VA,Hampton,2.0,2.0,3.0,1.0,0.0,1.0,1.0,0.0,146437
VA,Hopewell,2.0,2.0,2.0,3.0,0.0,0.0,0.0,0.0,22354
VA,Innsbrook,,,2.0,0.0,3.0,2.0,0.0,0.0,
VA,Laurel,,,1.0,2.0,1.0,1.0,0.0,0.0,
VA,Lexington,3.0,3.0,3.0,0.0,0.0,2.0,0.0,0.0,6867
VA,Lynchburg,6.0,6.0,5.0,4.0,0.0,1.0,0.0,0.0,65269
VA,Marion,,,2.0,1.0,0.0,2.0,0.0,0.0,
VA,Mechanicsville,,,4.0,2.0,3.0,3.0,0.0,1.0,
VA,Midlothian,,,5.0,1.0,1.0,2.0,2.0,0.0,
VA,Newport News,3.0,3.0,5.0,5.0,1.0,5.0,0.0,0.0,180150
VA,Norfolk,3.0,3.0,5.0,2.0,0.0,3.0,0.0,0.0,234403
VA,Patrick Springs,,,1.0,3.0,1.0,0.0,0.0,0.0,
VA,Portsmouth,4.0,4.0,5.0,1.0,1.0,3.0,2.0,1.0,100565
VA,Reston,,,4.0,4.0,2.0,4.0,1.0,0.0,
VA,Richmond,3.0,3.0,13.0,9.0,6.0,14.0,4.0,2.0,197790
VA,Roanoke,4.0,4.0,25.0,11.0,6.0,14.0,2.0,2.0,94911
VA,Salem,4.0,4.0,2.0,3.0,0.0,4.0,1.0,0.0,24747
VA,Spotsylvania Courthouse,,,7.0,1.0,0.0,2.0,1.0,0.0,
VA,Stafford Courthouse,,,3.0,0.0,1.0,1.0,0.0,0.0,
VA,Stuarts Draft,,,2.0,4.0,0.0,1.0,0.0,0.0,
VA,Suffolk,4.0,4.0,22.0,12.0,0.0,9.0,2.0,0.0,63677
VA,Tuckahoe,,,10.0,2.0,2.0,10.0,0.0,0.0,
VA,Virginia Beach,5.0,5.0,28.0,26.0,4.0,19.0,4.0,0.0,425257
VA,Washington,,,7.0,2.0,5.0,2.0,2.0,0.0,
VA,Waynesboro,4.0,4.0,2.0,2.0,0.0,0.0,1.0,0.0,19520
VA,Williamsburg,2.0,2.0,5.0,1.0,0.0,2.0,0.0,0.0,11998
VA,Winchester,3.0,3.0,6.0,1.0,0.0,0.0,0.0,0.0,23585
VA,Woodbridge,,,3.0,1.0,1.0,0.0,1.0,0.0,
VA,Woodlake,,,1.0,1.0,1.0,8.0,0.0,0.0,
WA,Bellevue,8.0,8.0,6.0,0.0,1.0,0.0,0.0,1.0,109569
WA,Bellingham,8.0,8.0,4.0,0.0,1.0,3.0,0.0,0.0,67171
WA,Ellensburg,6.0,6.0,1.0,2.0,0.0,3.0,1.0,0.0,15414
WA,Issaquah,8.0,8.0,3.0,1.0,0.0,1.0,0.0,0.0,11212
WA,Kelso,6.0,6.0,4.0,3.0,1.0,0.0,0.0,0.0,11895
WA,Kirkland,8.0,8.0,3.0,1.0,0.0,2.0,0.0,0.0,45054
WA,Lacey,6.0,6.0,4.0,1.0,0.0,1.0,0.0,0.0,31226
WA,Longview,6.0,6.0,11.0,7.0,4.0,4.0,3.0,0.0,34660
WA,Olympia,6.0,6.0,2.0,1.0,0.0,3.0,0.0,0.0,42514
WA,Renton,8.0,8.0,2.0,3.0,0.0,0.0,0.0,0.0,50052
WA,Richland,7.0,7.0,2.0,0.0,1.0,1.0,1.0,0.0,38708
WA,Seattle,8.0,8.0,30.0,12.0,14.0,29.0,7.0,0.0,563374
WA,Spokane,10.0,10.0,10.0,3.0,4.0,6.0,1.0,0.0,195629
WA,Spokane Valley,,,5.0,1.0,0.0,1.0,0.0,0.0,
WA,Tacoma,7.0,7.0,6.0,0.0,0.0,1.0,2.0,0.0,193556
WA,Vancouver,7.0,7.0,5.0,0.0,0.0,1.0,1.0,0.0,143560
WI,Appleton,6.333333333333333,6.0,9.0,3.0,0.0,3.0,2.0,0.0,5830110974812
WI,Brookfield,8.0,8.0,5.0,1.0,0.0,1.0,0.0,0.0,38649
WI,Caledonia,,,2.0,0.0,1.0,2.0,1.0,0.0,
WI,Chetek,9.0,9.0,5.0,0.0,0.0,1.0,0.0,0.0,2180
WI,Cottage Grove,,,2.0,0.0,0.0,2.0,1.0,0.0,
WI,Eau Claire,7.5,7.5,3.0,2.0,2.0,3.0,2.0,0.0,597941910
WI,Green Bay,8.0,8.0,8.0,4.0,0.0,6.0,1.0,0.0,102313
WI,Kenosha,5.0,5.0,7.0,2.0,0.0,3.0,0.0,1.0,90352
WI,La Crosse,4.0,4.0,10.0,1.0,0.0,5.0,1.0,0.0,51818
WI,Madison,9.0,9.0,23.0,11.0,6.0,18.0,2.0,0.0,208054
WI,Manitowoc,8.0,8.0,3.0,3.0,0.0,1.0,1.0,0.0,34053
WI,Middleton,9.0,9.0,3.0,0.0,1.0,3.0,1.0,0.0,15770
WI,Milwaukee,6.0,6.0,44.0,45.0,10.0,22.0,5.0,2.0,59697400
WI,Mount Pleasant,,,5.0,0.0,0.0,1.0,0.0,0.0,
WI,Neenah,6.0,6.0,2.0,3.0,1.0,1.0,0.0,0.0,24507
WI,Onalaska,4.0,4.0,2.0,2.0,0.0,1.0,0.0,0.0,14839
WI,Oshkosh,6.0,6.0,4.0,2.0,0.0,3.0,0.0,0.0,62916
WI,Plover,,,4.0,2.0,0.0,2.0,0.0,0.0,
WI,Racine,6.0,6.0,3.0,2.0,1.0,0.0,0.0,0.0,81855
WI,Rice Lake,9.0,9.0,2.0,3.0,1.0,0.0,0.0,0.0,8320
WI,Sheboygan,5.0,5.0,1.0,3.0,1.0,1.0,0.0,0.0,50792
WI,Stevens Point,8.0,8.0,1.0,3.0,2.0,1.0,1.0,0.0,24551
WI,Stoughton,9.0,9.0,0.0,3.0,0.0,2.0,0.0,0.0,12354
WI,Sun Prairie,9.0,9.0,2.0,1.0,4.0,3.0,1.0,0.0,20369
WI,Waukesha,8.0,8.0,1.0,2.0,2.0,3.0,0.0,0.0,64825
WI,Waunakee,,,1.0,0.0,1.0,3.0,0.0,0.0,
WI,Wauwatosa,6.0,6.0,0.0,2.0,0.0,5.0,1.0,0.0,47271
WI,West Allis,6.0,6.0,5.0,3.0,1.0,0.0,2.0,0.0,61254
WI,West Bend,4.0,4.0,2.0,0.0,1.0,1.0,1.0,0.0,28152
WI,Wisconsin Rapids,6.0,6.0,1.0,3.0,2.0,0.0,1.0,0.0,18435
WV,Charleston,6.0,6.0,4.0,1.0,1.0,3.0,0.0,0.0,53421
WV,Morgantown,7.0,7.0,2.0,1.0,2.0,1.0,0.0,0.0,26809
WV,Parkersburg,7.0,7.0,3.0,2.0,0.0,4.0,1.0,1.0,33099
WV,Wheeling,5.5,5.5,3.0,2.0,0.0,2.0,0.0,0.0,31059360
WY,Cheyenne,7.0,7.0,2.0,1.0,0.0,0.0,1.0,1.0,53011
WY,Cody,5.0,5.0,3.0,2.0,0.0,1.0,0.0,0.0,8835
WY,Laramie,4.0,4.0,2.0,3.0,0.0,1.0,0.0,0.0,27204
